jMRUI Data Textfile

Filename: NE.txt

PointsInDataset: 2048      
DatasetsInFile: 32        
SamplingInterval: 4.6512E-1 
ZeroOrderPhase: 2.925E-1  
BeginTime: 3.67E-1   
TransmitterFrequency: 1.278E8   
MagneticField: 3.0016E0  
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 32 in file
-5.8515E-4	-3.8179E-4	-4.0976E-3	-7.9501E-3
-9.4352E-4	-3.0913E-4	-5.4979E-4	-1.0843E-2
-5.9438E-4	-5.0615E-4	-1.1264E-2	-1.4692E-2
-2.7427E-4	-2.9032E-4	-1.3577E-2	-6.3419E-3
-3.1156E-4	1.1642E-4	-6.635E-3	-1.2227E-3
2.3353E-4	-1.273E-4	-1.5835E-3	-5.3611E-3
3.9527E-4	-1.3077E-4	-1.3967E-3	-9.6212E-3
5.407E-4	-2.6861E-4	-6.7148E-3	-1.0958E-2
5.9205E-4	4.6654E-5	-4.1835E-3	-4.7438E-3
3.3917E-4	-1.5316E-4	-3.9401E-3	-1.0047E-2
5.2504E-4	-4.2772E-4	-4.581E-3	-5.8405E-3
8.1769E-4	-5.5728E-4	-3.2184E-3	-1.08E-2
8.0515E-4	-1.1717E-4	-4.3248E-3	-6.442E-3
6.7767E-4	-1.5557E-4	-4.2625E-4	-8.1617E-3
7.0524E-4	-6.9326E-5	-2.8483E-3	-1.5416E-2
5.3946E-4	2.5226E-4	-7.8362E-3	-9.7257E-3
4.5771E-4	-5.1816E-5	-4.1387E-3	-9.8637E-3
3.8531E-5	1.3946E-4	-6.5647E-3	-1.1479E-2
2.0165E-4	2.4872E-4	-8.1399E-3	-9.7967E-3
3.4801E-4	2.4218E-4	-1.9055E-3	-4.3888E-3
5.6861E-5	6.4639E-4	-9.1975E-4	-1.2463E-2
-6.3469E-5	5.9196E-4	-5.4668E-3	-1.5574E-2
-1.8623E-4	2.9833E-4	-4.2842E-3	-1.0265E-2
-4.9661E-4	6.6285E-4	-7.0362E-3	-1.2445E-2
-3.9143E-4	3.4138E-4	-9.4962E-3	-1.1787E-2
-5.5062E-4	6.2363E-4	-5.3551E-3	-5.9644E-3
-5.2395E-4	5.5754E-4	-3.9351E-3	-1.1229E-2
-2.2828E-4	7.1618E-4	-3.9601E-3	-8.4902E-3
-5.9503E-4	4.058E-4	-2.6762E-3	-1.5266E-2
1.9445E-4	6.1305E-5	-7.4726E-3	-1.5213E-2
-3.2868E-4	1.4404E-4	-8.438E-3	-1.3472E-2
1.0171E-4	2.611E-4	-9.9349E-3	-1.4146E-2
3.7389E-5	-5.4998E-4	-1.2064E-2	-1.4812E-2
-1.4174E-4	-4.0979E-5	-1.3452E-2	-7.4361E-3
-2.5775E-4	-3.6452E-4	-1.008E-2	-1.022E-2
-5.8167E-5	-1.0459E-3	-1.2343E-2	-5.246E-3
-4.123E-4	-5.3256E-4	-8.6894E-3	-5.7816E-3
-3.4354E-4	-7.84E-4	-4.7484E-3	-6.0138E-3
-1.3741E-4	-6.9679E-4	-7.8818E-3	-1.3045E-2
2.5577E-4	-7.7082E-4	-8.2996E-3	-9.6899E-3
2.3458E-4	-1.126E-4	-1.1317E-2	-9.6552E-3
-1.6938E-4	-2.6392E-4	-1.0329E-2	-3.6611E-3
3.8056E-4	-3.0891E-5	-7.4693E-3	-7.4263E-3
-1.0916E-4	-3.4714E-4	-9.6257E-3	-8.2144E-3
7.857E-5	-1.4617E-4	-6.3193E-3	-5.1393E-3
3.3388E-5	-2.0489E-4	-2.9E-3	-9.5324E-3
2.9974E-4	3.7499E-4	-9.0662E-3	-8.0708E-3
3.6378E-4	-3.0224E-4	-5.6559E-3	-8.8051E-3
3.9659E-4	2.5166E-4	-6.5302E-3	-1.3095E-2
3.2695E-4	4.2174E-5	-1.153E-2	-1.0183E-2
9.7226E-5	4.2086E-4	-9.9463E-3	-7.518E-3
5.227E-4	-9.2071E-5	-1.092E-2	-5.8846E-3
6.8381E-4	4.4785E-4	-7.0325E-3	-8.1132E-3
3.3139E-4	-4.1464E-5	-7.2097E-3	-5.0135E-3
5.6826E-4	6.9472E-5	-5.6436E-3	-9.5019E-3
3.7551E-4	3.5978E-4	-7.9396E-3	-8.2792E-3
1.9697E-4	2.1957E-4	-6.2443E-3	-6.3404E-3
-3.3487E-4	3.1306E-4	-4.9514E-3	-6.825E-3
-6.8306E-6	7.384E-5	-2.5166E-3	-1.0587E-2
-2.0258E-4	1.5238E-4	-7.2268E-3	-1.1393E-2
2.0513E-4	-1.7423E-5	-6.0243E-3	-8.2378E-3
-1.5117E-4	-7.2407E-5	-2.1631E-3	-1.1059E-2
-7.8324E-5	-2.1635E-4	-5.486E-3	-1.8329E-2
-8.2743E-5	-2.0391E-4	-1.2297E-2	-1.5111E-2
-3.2014E-4	-4.6085E-4	-1.7273E-2	-1.2616E-2
-9.9369E-5	-8.0881E-5	-1.3941E-2	-5.6005E-3
-4.7282E-4	-4.6643E-4	-1.1874E-2	-4.6182E-3
-5.2767E-4	-4.4759E-4	-8.0542E-3	-3.9296E-3
-3.6823E-4	-1.6454E-4	-5.1033E-3	-6.5867E-3
-1.2376E-4	8.9273E-5	-6.2E-3	-8.9296E-3
-3.7633E-4	-1.5504E-4	-3.0479E-3	-1.0501E-2
-1.9517E-4	2.4656E-4	-1.1164E-2	-1.4086E-2
1.6893E-4	3.7341E-4	-8.1325E-3	-1.0387E-2
5.0464E-4	2.934E-4	-1.5444E-2	-1.3591E-2
2.5359E-4	-1.2001E-4	-1.1168E-2	-1.8297E-3
2.4936E-4	-2.3444E-5	-1.0862E-2	-9.4667E-3
1.176E-4	-1.1322E-4	-9.5608E-3	-4.783E-3
6.4261E-4	-3.0051E-4	-7.3708E-3	-4.4073E-3
6.8682E-4	-5.5248E-5	-8.3986E-3	-8.1914E-3
1.6861E-4	-3.6584E-4	-9.7786E-3	-5.362E-3
-8.1395E-5	-3.127E-4	-6.3055E-3	-7.7095E-3
-2.5856E-5	1.5007E-4	-7.9273E-3	-4.93E-3
1.7558E-4	1.6614E-4	-4.3518E-3	-8.8165E-3
-2.485E-4	5.1288E-5	-9.0252E-3	-8.6068E-3
1.3667E-7	2.0547E-4	-5.6144E-3	-7.5547E-3
-1.4298E-4	-3.993E-5	-5.8547E-3	-1.0819E-2
-1.0967E-4	6.4514E-5	-8.6435E-3	-9.7918E-3
6.0116E-5	3.6499E-4	-9.4483E-3	-7.9819E-3
-1.0075E-4	-9.0015E-5	-6.0438E-3	-1.0402E-2
-1.0874E-4	8.7154E-5	-7.2838E-3	-1.1747E-2
-3.0574E-4	1.2044E-5	-1.097E-2	-1.1049E-2
-1.6279E-4	1.5487E-4	-1.0228E-2	-6.3561E-3
6.7625E-5	4.1879E-4	-7.0202E-3	-7.4217E-3
-1.0917E-6	1.5386E-4	-7.4807E-3	-1.5044E-2
-1.269E-4	-1.4036E-4	-1.4893E-2	-6.3288E-3
1.3149E-4	-9.9577E-5	-7.8306E-3	-5.5813E-3
2.2338E-4	2.0272E-4	-5.0321E-3	-9.0878E-3
2.7304E-4	-2.5711E-4	-9.2533E-3	-9.9759E-3
2.8748E-4	-7.2807E-4	-1.0214E-2	-9.8964E-3
5.6861E-5	-4.963E-5	-1.1352E-2	-7.5601E-3
1.2976E-4	-3.9661E-4	-5.6045E-3	-6.2376E-3
3.2871E-4	-3.8025E-4	-5.0137E-3	-9.6812E-3
-5.7795E-5	-3.8381E-4	-1.1707E-2	-1.1629E-2
3.9484E-5	-1.079E-4	-6.2556E-3	-7.6955E-3
1.1394E-4	-2.0114E-4	-6.1849E-3	-1.6566E-2
-3.37E-4	-4.2469E-4	-1.3995E-2	-1.6036E-2
-1.8501E-4	-1.6725E-4	-1.4744E-2	-1.1333E-2
-3.7307E-4	-1.0269E-4	-1.5774E-2	-9.7513E-3
-3.9428E-4	3.1966E-4	-1.1834E-2	-6.365E-3
-4.6592E-4	4.1215E-4	-1.08E-2	-1.0784E-2
-4.6498E-4	2.4535E-4	-1.4672E-2	-6.6651E-3
-3.2726E-4	6.2347E-4	-1.0942E-2	-3.7871E-3
-6.6454E-5	5.9432E-4	-9.7564E-3	-7.831E-3
-9.2389E-5	4.9798E-4	-1.1026E-2	-7.9034E-3
1.886E-5	3.9464E-4	-1.2926E-2	-9.2645E-3
1.8847E-4	-5.0431E-5	-1.178E-2	-5.0586E-3
-6.9206E-5	5.6165E-5	-1.3423E-2	-7.4145E-3
5.3084E-4	2.2048E-4	-6.725E-3	-1.6513E-3
3.6462E-4	3.71E-5	-6.2301E-3	-6.1819E-3
3.9745E-4	-3.4991E-4	-6.7192E-3	-1.2138E-2
4.6157E-4	-5.0024E-4	-1.1322E-2	-1.1889E-2
4.3353E-5	-5.8288E-4	-1.3012E-2	-6.7854E-3
3.4293E-5	-7.0394E-4	-9.5288E-3	-8.0556E-3
-1.309E-5	-8.9863E-4	-1.2408E-2	-1.3349E-2
-3.663E-4	-4.0508E-4	-1.184E-2	-6.3608E-3
-2.1976E-4	-1.941E-4	-1.37E-2	-5.3196E-3
-4.5985E-4	-1.0797E-4	-1.1602E-2	-2.0206E-3
-3.0381E-4	1.3043E-4	-7.9003E-3	-1.7597E-3
-4.6007E-4	4.2498E-4	-1.1554E-3	-5.5847E-3
-2.4292E-4	3.8938E-4	-6.958E-3	-9.4064E-3
-1.8312E-4	2.262E-4	-4.7769E-3	-7.2243E-3
-2.466E-5	7.2548E-4	-5.1487E-3	-8.9308E-3
2.1004E-5	6.3967E-4	-5.521E-3	-1.428E-2
8.362E-5	2.4064E-4	-8.4731E-3	-1.4256E-2
1.5454E-4	1.2526E-4	-8.487E-3	-1.3249E-2
2.8037E-4	1.2434E-4	-6.6023E-3	-1.1205E-2
-8.7366E-5	2.0721E-4	-8.1737E-3	-1.8979E-2
1.0856E-4	1.6424E-4	-1.5334E-2	-1.84E-2
1.1587E-5	-4.6987E-4	-1.6671E-2	-1.6734E-2
-1.0573E-4	-5.0581E-4	-1.9271E-2	-1.2268E-2
-5.0519E-4	-2.8677E-4	-2.005E-2	-7.8504E-3
-4.0688E-4	-1.1056E-4	-1.4617E-2	-2.6198E-3
-2.0248E-4	2.4231E-4	-1.0101E-2	-1.0578E-2
-6.1245E-4	2.4791E-4	-1.4181E-2	-7.5213E-3
-6.1473E-5	1.8969E-4	-1.1924E-2	-8.1707E-3
-2.1992E-4	3.8006E-4	-1.3939E-2	-1.0235E-2
-3.2876E-4	2.1846E-4	-1.4245E-2	-1.0045E-2
-6.8802E-5	8.9441E-5	-1.6793E-2	-1.0298E-2
-1.4031E-4	1.8119E-5	-1.8467E-2	-5.4076E-3
-4.6103E-4	-3.0208E-5	-1.2099E-2	-6.688E-3
-3.0249E-4	3.812E-4	-1.5788E-2	-8.279E-3
9.5567E-5	4.0053E-4	-1.6511E-2	-4.3925E-3
2.5263E-4	-9.3498E-5	-1.0717E-2	-2.6927E-3
5.8171E-5	-2.5154E-5	-8.2277E-3	-5.8233E-3
3.8998E-5	-3.9793E-5	-1.1453E-2	-7.8821E-3
3.2679E-4	7.0101E-5	-1.019E-2	-9.3447E-3
3.7688E-4	9.06E-5	-1.4179E-2	-1.0237E-2
3.5255E-4	4.4211E-5	-1.3516E-2	-5.878E-3
2.0975E-4	1.4249E-4	-1.1101E-2	-8.635E-3
2.5589E-4	-2.6718E-4	-1.2292E-2	-9.6604E-3
3.8674E-4	-8.7502E-5	-1.4245E-2	-7.3448E-3
8.0505E-5	-3.5082E-4	-1.2947E-2	-6.8224E-3
3.1433E-4	-2.2295E-4	-1.0405E-2	-5.6394E-3
1.291E-4	-1.2825E-4	-6.6652E-3	-1.1364E-2
-2.7651E-4	-4.0479E-4	-1.4534E-2	-1.3558E-2
-4.943E-4	1.1882E-4	-1.3453E-2	-6.5312E-3
-3.2683E-4	-9.5809E-5	-1.2213E-2	-9.4457E-3
-1.709E-4	-1.0956E-4	-1.4846E-2	-8.5305E-3
-1.5159E-4	-1.7854E-4	-1.2508E-2	-1.0099E-2
1.8812E-4	3.2255E-4	-1.388E-2	-1.0812E-2
2.1292E-4	3.812E-4	-1.6047E-2	-1.1671E-2
-2.1542E-4	2.5437E-4	-1.3796E-2	-1.2212E-2
-2.0597E-4	5.8782E-4	-1.9593E-2	-1.1291E-2
2.8846E-4	5.9161E-5	-1.9167E-2	-8.6662E-3
1.9651E-4	1.9279E-4	-1.6676E-2	-1.4572E-3
3.1105E-4	2.7213E-4	-1.5468E-2	-6.6168E-3
1.1105E-4	2.0345E-4	-1.4309E-2	-3.0028E-3
4.0045E-4	3.8214E-5	-1.1413E-2	-1.428E-3
5.3166E-5	3.0191E-5	-6.257E-3	-8.5117E-3
-1.4401E-4	-2.878E-4	-1.2059E-2	-1.3188E-2
3.9404E-5	-3.5197E-4	-1.8846E-2	-1.0987E-2
-2.2959E-4	-2.9529E-4	-1.3675E-2	-6.543E-3
1.3775E-5	-1.6928E-4	-1.5516E-2	-3.5537E-3
-4.0076E-4	-4.3164E-4	-1.2867E-2	-7.1755E-3
-2.5293E-4	9.4693E-5	-1.2485E-2	-7.7997E-3
-9.0018E-5	-2.1767E-5	-1.4774E-2	-1.0259E-2
1.7581E-4	-2.0221E-4	-1.4562E-2	-8.2831E-3
1.1486E-4	1.4731E-4	-1.4365E-2	-1.074E-2
3.8529E-4	-1.2707E-4	-1.9224E-2	-1.0622E-2
5.3963E-4	-2.9089E-5	-1.763E-2	-5.363E-3
2.7049E-5	-3.0546E-6	-1.8065E-2	-5.8159E-3
2.4307E-4	3.5438E-4	-1.3805E-2	-4.3069E-3
1.2957E-4	-1.6691E-5	-1.3938E-2	-5.4335E-3
3.9683E-4	-2.1737E-4	-1.4905E-2	-7.0841E-3
1.137E-4	5.5445E-6	-1.8512E-2	-4.9174E-3
4.3875E-5	-5.8276E-4	-1.5346E-2	-4.1994E-3
-3.827E-4	-4.4578E-4	-1.1037E-2	-3.4443E-3
-3.944E-4	7.4173E-7	-9.0097E-3	-8.9555E-3
-2.9055E-4	-1.75E-4	-1.6261E-2	-1.3372E-2
-3.2865E-4	1.8203E-4	-1.6841E-2	-5.397E-3
-3.9168E-4	2.5251E-4	-1.674E-2	-8.1306E-3
-4.1769E-4	1.2474E-4	-1.5853E-2	-6.1915E-3
-2.8513E-4	-1.4827E-5	-1.3806E-2	-7.9081E-3
5.0295E-4	1.2128E-5	-1.8462E-2	-1.1586E-2
-1.4832E-5	7.4382E-5	-2.4013E-2	-2.981E-3
1.6586E-4	-2.1493E-5	-1.2488E-2	4.2127E-4
2.9669E-4	-5.3852E-5	-1.0299E-2	-6.156E-3
2.039E-4	3.7054E-5	-1.7894E-2	-6.8915E-3
2.4369E-4	-4.864E-4	-1.6624E-2	-2.3477E-3
2.6695E-4	-2.4276E-4	-1.3079E-2	-3.3059E-3
1.5988E-4	-3.6726E-4	-1.0669E-2	-3.2554E-3
1.6103E-4	-4.0024E-4	-9.0997E-3	-7.7154E-3
-1.6542E-4	-3.9835E-4	-1.6482E-2	-9.4598E-3
-1.7704E-4	-1.4715E-4	-1.6155E-2	-5.988E-3
-1.259E-4	-1.0931E-4	-1.4998E-2	-8.0161E-3
7.9595E-5	6.4379E-5	-1.8637E-2	-6.1125E-3
-5.4106E-4	1.4755E-4	-1.64E-2	-2.0747E-3
-1.8448E-4	1.3978E-4	-1.6974E-2	-2.5122E-3
3.629E-4	3.9871E-4	-1.1211E-2	-9.3273E-4
-1.4956E-4	4.6438E-4	-1.0648E-2	-9.364E-3
3.9834E-4	3.4828E-4	-1.551E-2	-5.389E-3
6.5571E-5	3.6521E-4	-1.2123E-2	-3.6117E-3
1.9366E-4	2.2709E-4	-1.0393E-2	-3.7245E-3
1.0138E-4	-4.9942E-5	-1.2867E-2	-5.9595E-3
3.5917E-4	1.6397E-4	-7.4727E-3	-6.2725E-3
1.3877E-5	4.617E-5	-1.0829E-2	-8.1871E-3
2.6518E-4	-4.0656E-4	-1.1548E-2	-7.9399E-3
4.0205E-5	-2.4352E-4	-1.2617E-2	-8.8322E-3
1.005E-4	-3.8496E-4	-1.3043E-2	-4.8882E-3
-4.3745E-4	-2.6385E-4	-9.8344E-3	-7.1143E-3
-3.2844E-4	-1.802E-4	-8.7594E-3	-9.9845E-3
-2.3828E-4	1.026E-4	-1.007E-2	-1.2154E-2
-3.1598E-4	4.0413E-5	-1.4572E-2	-1.0093E-2
-3.3165E-4	-7.0078E-5	-1.1559E-2	-1.1558E-2
2.4593E-4	2.6994E-4	-1.355E-2	-1.7325E-2
4.0631E-5	-7.7016E-5	-1.8485E-2	-7.8336E-3
-1.4446E-4	1.7007E-4	-1.451E-2	-1.2606E-2
-1.9788E-4	4.5464E-4	-1.6928E-2	-9.1512E-3
-3.2897E-5	-7.3357E-5	-1.5084E-2	-9.6105E-3
-4.5194E-5	-3.3157E-5	-2.0005E-2	-1.2574E-2
-1.2421E-4	5.1659E-6	-2.1524E-2	-5.8068E-3
4.8113E-5	1.9135E-4	-1.4736E-2	-2.3977E-3
1.3668E-4	-1.6692E-4	-9.0555E-3	-5.7048E-3
5.6533E-5	-2.8078E-4	-1.3265E-2	-1.4101E-2
-8.649E-5	-3.8768E-4	-1.8969E-2	-1.0175E-2
9.7199E-6	-1.4337E-4	-1.5757E-2	-5.318E-3
1.8832E-4	2.0167E-4	-1.4584E-2	-9.0881E-3
-1.2826E-4	-1.3265E-4	-1.6014E-2	-8.3898E-3
-1.7604E-5	-1.6154E-4	-1.5203E-2	-6.7005E-3
4.0727E-4	-1.1284E-4	-1.3688E-2	-5.6204E-3
1.3563E-4	1.6716E-4	-8.7449E-3	-7.3797E-3
-1.7054E-5	-3.6703E-5	-1.1616E-2	-1.3018E-2
1.805E-4	1.1943E-4	-1.4225E-2	-1.1202E-2
1.0999E-4	-1.5714E-4	-1.6175E-2	-9.0847E-3
1.1626E-4	2.2927E-4	-1.1608E-2	-8.0187E-3
3.6264E-5	-2.3675E-4	-1.1458E-2	-1.5065E-2
-1.6643E-4	1.9059E-4	-1.2393E-2	-1.2631E-2
8.023E-6	2.2483E-4	-1.4256E-2	-1.5885E-2
-2.8322E-5	5.1297E-5	-1.9809E-2	-1.4368E-2
-7.6785E-5	1.733E-4	-1.8652E-2	-1.0535E-2
2.5907E-4	-1.5206E-4	-1.4755E-2	-1.0109E-2
1.2452E-4	-1.0256E-4	-1.4656E-2	-1.3292E-2
8.0801E-5	2.8461E-4	-1.3954E-2	-1.275E-2
-5.4495E-5	-1.7396E-4	-1.6764E-2	-1.7006E-2
-1.0167E-4	1.0023E-4	-1.446E-2	-1.187E-2
8.8319E-5	1.8415E-4	-1.5526E-2	-1.8549E-2
-4.2985E-5	-3.5395E-5	-2.2546E-2	-1.5591E-2
-1.8084E-4	-1.9888E-4	-2.1662E-2	-1.2199E-2
-2.9838E-4	-5.5512E-5	-1.8361E-2	-8.2174E-3
-1.2661E-4	-3.4676E-4	-1.8213E-2	-9.6016E-3
3.1466E-5	-1.8757E-5	-1.8053E-2	-1.1065E-2
-2.2084E-6	-2.4867E-5	-1.6083E-2	-1.116E-2
-1.2344E-4	-2.0202E-4	-1.6698E-2	-1.0594E-2
3.4244E-5	-2.0939E-5	-1.1934E-2	-1.0921E-2
-1.9674E-4	-7.7145E-5	-1.4507E-2	-1.5E-2
2.0263E-4	8.477E-5	-1.2518E-2	-1.2352E-2
-1.857E-5	-7.038E-5	-1.2491E-2	-1.7572E-2
-3.8385E-5	-3.286E-4	-1.6591E-2	-1.8174E-2
5.8691E-5	-6.0879E-5	-1.9964E-2	-2.0316E-2
9.295E-5	4.1268E-4	-1.8485E-2	-1.4737E-2
-2.9128E-5	2.0425E-4	-2.2753E-2	-1.7287E-2
5.2095E-5	3.6662E-4	-1.778E-2	-1.261E-2
2.5724E-4	1.2207E-4	-1.7536E-2	-1.1766E-2
2.2143E-4	-3.4076E-4	-1.5613E-2	-1.3767E-2
2.2585E-4	2.824E-4	-1.5479E-2	-1.5944E-2
-4.3465E-4	7.1009E-5	-1.5065E-2	-1.4612E-2
-2.1498E-4	2.0856E-6	-1.2776E-2	-1.5017E-2
-1.7049E-4	4.1834E-4	-1.3515E-2	-2.5017E-2
1.5398E-4	1.2556E-4	-2.1903E-2	-1.8749E-2
9.9773E-5	-5.1028E-5	-1.6825E-2	-2.0008E-2
-1.1589E-4	3.2653E-4	-2.1185E-2	-2.0164E-2
-2.6127E-4	2.4473E-4	-2.0693E-2	-1.4729E-2
1.769E-4	2.9976E-4	-1.3257E-2	-1.4633E-2
5.6993E-4	1.7653E-4	-1.1975E-2	-2.0292E-2
1.1565E-4	-2.5499E-5	-1.3939E-2	-2.3863E-2
2.1057E-4	2.5672E-4	-1.3496E-2	-1.9486E-2
-2.633E-4	-2.4952E-5	-1.2371E-2	-2.7428E-2
1.3039E-4	-2.0345E-4	-1.454E-2	-2.7889E-2
-6.2144E-5	-1.4097E-4	-1.2851E-2	-2.6329E-2
2.147E-4	-2.543E-4	-1.3631E-2	-3.3221E-2
9.5123E-5	-7.4527E-5	-1.8988E-2	-3.568E-2
-4.8108E-5	-1.3548E-4	-2.2068E-2	-3.5045E-2
-1.5819E-4	-4.4019E-4	-2.582E-2	-3.316E-2
-3.9507E-4	-3.427E-4	-2.4279E-2	-3.5448E-2
-4.8908E-4	-1.2741E-4	-2.5869E-2	-2.8169E-2
-1.3312E-4	-3.6795E-5	-2.1092E-2	-3.5761E-2
-1.5201E-4	-3.7698E-5	-2.6129E-2	-3.8391E-2
-1.6917E-4	6.3533E-5	-2.6342E-2	-3.8973E-2
-1.598E-4	4.5288E-6	-3.065E-2	-4.0955E-2
-3.3122E-4	5.5115E-6	-3.3639E-2	-3.9772E-2
1.7386E-4	8.8364E-5	-3.64E-2	-3.311E-2
1.7711E-4	7.3188E-6	-3.0682E-2	-3.7533E-2
4.2785E-4	-3.3057E-4	-3.4879E-2	-3.7294E-2
-2.261E-5	-2.2159E-4	-3.6845E-2	-4.1108E-2
1.3168E-4	-1.6051E-4	-3.84E-2	-3.5564E-2
2.4773E-4	-1.4483E-5	-3.5464E-2	-4.1338E-2
-3.0155E-4	-1.0862E-4	-4.4508E-2	-4.0941E-2
2.9261E-4	1.2156E-4	-4.1979E-2	-3.5015E-2
-1.0028E-5	-6.6716E-5	-4.178E-2	-3.9547E-2
-4.9709E-5	1.4792E-5	-4.0237E-2	-4.354E-2
3.3064E-4	-7.3918E-5	-4.7111E-2	-4.2306E-2
-1.2831E-5	-6.6438E-5	-4.9071E-2	-4.4531E-2
1.4193E-4	3.1068E-4	-5.7375E-2	-3.6694E-2
-8.4788E-5	9.1823E-5	-4.4676E-2	-3.4413E-2
1.9515E-4	2.7969E-4	-4.548E-2	-4.5325E-2
-1.2391E-4	4.3337E-4	-5.1596E-2	-4.3674E-2
1.3853E-4	2.5682E-4	-5.2163E-2	-4.8663E-2
2.8691E-4	6.4035E-5	-5.9725E-2	-5.1863E-2
1.8221E-4	6.5006E-5	-6.6031E-2	-5.147E-2
8.0166E-5	-6.8595E-6	-6.9117E-2	-4.784E-2
4.3347E-4	4.9033E-5	-7.242E-2	-4.6998E-2
3.3804E-4	-9.0313E-5	-7.6181E-2	-4.4101E-2
2.25E-5	-7.1772E-5	-7.8948E-2	-4.2843E-2
5.966E-5	-2.4752E-4	-8.0417E-2	-3.8959E-2
-8.6439E-5	-2.4613E-4	-8.1462E-2	-3.9861E-2
-4.4238E-4	-2.9968E-4	-8.4846E-2	-4.0527E-2
-2.2326E-4	9.4801E-5	-9.0639E-2	-3.8524E-2
-1.0614E-4	-1.9137E-5	-9.3891E-2	-3.4157E-2
-3.0645E-4	2.4537E-4	-9.4857E-2	-2.9148E-2
-3.5345E-4	1.2405E-4	-9.4356E-2	-3.084E-2
1.5339E-4	2.6953E-4	-1.0178E-1	-2.5742E-2
8.0391E-5	7.932E-5	-1.0344E-1	-2.2429E-2
2.961E-4	2.5238E-4	-1.0107E-1	-1.6889E-2
1.2125E-4	7.4882E-5	-1.0439E-1	-1.6769E-2
1.9615E-4	3.3803E-6	-1.0192E-1	-1.3685E-2
2.4825E-4	-6.7368E-5	-1.0662E-1	-1.6954E-2
2.7984E-4	-1.2393E-4	-1.1181E-1	-1.082E-2
2.1098E-4	-4.4548E-5	-1.1381E-1	-1.5422E-3
6.3365E-5	-1.0023E-4	-1.0943E-1	-1.6278E-3
-9.9966E-5	-1.8024E-4	-1.1572E-1	3.7476E-4
3.0289E-5	-1.82E-4	-1.1805E-1	9.311E-3
3.5233E-7	-8.2278E-5	-1.0806E-1	1.2176E-2
-2.0489E-4	1.4326E-4	-1.1199E-1	1.106E-2
-3.3523E-4	-3.6133E-5	-1.1521E-1	1.1856E-2
-3.3118E-4	-1.807E-4	-1.1777E-1	1.3714E-2
-7.2347E-5	3.1439E-4	-1.1841E-1	2.4265E-2
1.1503E-4	2.9404E-4	-1.2059E-1	2.4939E-2
7.8989E-5	-1.3122E-4	-1.2363E-1	3.475E-2
-2.3999E-4	5.0885E-6	-1.1527E-1	4.4531E-2
-1.6521E-4	6.9568E-5	-1.1238E-1	4.3128E-2
2.6657E-4	1.7954E-4	-1.0814E-1	4.7395E-2
5.4419E-5	1.4768E-4	-1.073E-1	4.9829E-2
6.4408E-5	3.9503E-4	-1.0348E-1	5.4448E-2
-1.673E-4	2.4405E-4	-1.0165E-1	5.3158E-2
-1.403E-4	-1.6522E-4	-1.0114E-1	5.3568E-2
-1.5439E-4	3.5872E-4	-1.0232E-1	5.4336E-2
2.5693E-4	-2.9211E-4	-1.0309E-1	6.2413E-2
-9.9758E-5	-2.0513E-4	-9.8492E-2	6.6697E-2
-1.458E-4	-1.6083E-4	-9.3505E-2	6.6483E-2
-7.693E-5	1.5578E-4	-8.9802E-2	6.8695E-2
-4.5804E-5	-3.9042E-4	-8.771E-2	6.6166E-2
-2.1337E-4	2.5365E-5	-8.9594E-2	6.673E-2
5.7898E-5	1.5053E-4	-9.1959E-2	6.9156E-2
1.0618E-4	8.7286E-5	-9.0594E-2	7.8499E-2
2.1129E-4	-7.8626E-6	-8.6585E-2	8.2332E-2
-2.1899E-4	-3.5467E-4	-7.9661E-2	8.3691E-2
-2.3261E-4	-2.819E-4	-7.7604E-2	8.4962E-2
-1.6026E-4	1.1294E-4	-7.347E-2	8.8064E-2
-3.5513E-4	1.5713E-4	-6.8034E-2	8.7257E-2
-4.5466E-4	-1.6148E-4	-6.8752E-2	9.0009E-2
-7.7701E-5	-1.3799E-4	-5.9469E-2	9.0366E-2
-3.9186E-4	-1.5446E-4	-5.8653E-2	8.6667E-2
-7.5493E-5	-1.1384E-4	-5.4748E-2	9.1371E-2
-1.7301E-4	-2.3288E-5	-5.5317E-2	8.5059E-2
-2.0151E-4	-1.2854E-4	-5.3304E-2	8.733E-2
5.1403E-5	-8.7041E-5	-5.0601E-2	9.1753E-2
3.1143E-5	-7.7602E-6	-4.5297E-2	8.77E-2
-2.0826E-4	-3.1497E-4	-4.6417E-2	8.6742E-2
-2.2836E-5	1.559E-4	-4.5518E-2	8.9107E-2
2.6115E-5	-9.4822E-5	-4.0485E-2	8.8684E-2
-1.3649E-4	-2.0509E-4	-4.083E-2	9.0929E-2
-5.4808E-4	7.6562E-5	-3.5448E-2	8.9423E-2
1.9258E-5	4.1209E-4	-3.3647E-2	8.5728E-2
2.8164E-4	1.6293E-4	-3.4289E-2	8.9174E-2
3.3783E-4	-1.3579E-5	-3.2164E-2	9.2455E-2
-2.6052E-4	1.9245E-4	-2.7158E-2	9.1418E-2
-3.8357E-4	-1.4866E-4	-2.2815E-2	8.671E-2
3.1763E-4	2.8416E-4	-2.2124E-2	8.9691E-2
-9.7908E-5	-7.8257E-5	-1.9725E-2	8.7899E-2
